Product name,Detail page link,Image URL,Model No,SKU,Price
Sony - Xperia 5 IV 128GB (Unlocked) - Black,https://www.bestbuy.com/site/sony-xperia-5-iv-128gb-unlocked-black/6519449.p?skuId=6519449,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6519/6519449_rd.jpg;maxHeight=200;maxWidth=300,XQCQ62/B,6519449,999.99
Samsung - Galaxy S10 128GB GSM/CDMA Unlocked - Pre-Owned - Prism Blue,https://www.bestbuy.com/site/samsung-galaxy-s10-128gb-gsm-cdma-unlocked-pre-owned-prism-blue/6486852.p?skuId=6486852,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6486/6486852_sd.jpg;maxHeight=200;maxWidth=300,G973U,6486852,229.99
Apple - Pre-Owned iPhone 7 Plus with 32GB Memory Cell Phone (Unlocked) - Gold,https://www.bestbuy.com/site/apple-pre-owned-iphone-7-plus-with-32gb-memory-cell-phone-unlocked-gold/6219572.p?skuId=6219572,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6219/6219572_sd.jpg;maxHeight=200;maxWidth=300,7P 32GB GOLD RB,6219572,179.99
Samsung - Geek Squad Certified Refurbished Galaxy Z Fold3 5G 256GB (Unlocked) - Phantom Black,https://www.bestbuy.com/site/samsung-geek-squad-certified-refurbished-galaxy-z-fold3-5g-256gb-unlocked-phantom-black/6479341.p?skuId=6479341,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6479/6479341_sd.jpg;maxHeight=200;maxWidth=300,GSRF SM-F926UZKAXAA,6479341,"1,619.99"
Samsung - Galaxy Z Flip 5G 256GB (Unlocked) - Mystic Gray,https://www.bestbuy.com/site/samsung-galaxy-z-flip-5g-256gb-unlocked-mystic-gray/6420821.p?skuId=6420821,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6420/6420821_sd.jpg;maxHeight=200;maxWidth=300,SM-F707UZAAXAA,6420821,"1,199.99"
TCL 20S - Milky Way Black (Unlocked),https://www.bestbuy.com/site/tcl-20s-milky-way-black-unlocked/6472151.p?skuId=6472151,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6472/6472151cv11d.jpg;maxHeight=200;maxWidth=300,T773O,6472151,249.99
Apple - Pre-Owned Excellent iPhone SE 32GB (1st Generation) - Unlocked - Rose Gold,https://www.bestbuy.com/site/apple-pre-owned-excellent-iphone-se-32gb-1st-generation-unlocked-rose-gold/6334378.p?skuId=6334378,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6334/6334378_rd.jpg;maxHeight=200;maxWidth=300,SE 32GB ROSE GOLD CRB,6334378,129.99
Samsung - Pre-Owned Galaxy S9+ 64GB 4G LTE (Unlocked) - Coral Blue,https://www.bestbuy.com/site/samsung-pre-owned-galaxy-s9-64gb-4g-lte-unlocked-coral-blue/6486840.p?skuId=6486840,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6486/6486840_sd.jpg;maxHeight=200;maxWidth=300,G965U,6486840,229.99
Motorola - moto razr 5G 256GB (Unlocked) - Polished Graphite,https://www.bestbuy.com/site/motorola-moto-razr-5g-256gb-unlocked-polished-graphite/6425587.p?skuId=6425587,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6425/6425587_sd.jpg;maxHeight=200;maxWidth=300,PAJS0007US,6425587,799.99
Apple - Pre-Owned Excellent iPhone 8 Plus 64GB (Unlocked) - Gold,https://www.bestbuy.com/site/apple-pre-owned-excellent-iphone-8-plus-64gb-unlocked-gold/6305001.p?skuId=6305001,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6305/6305001_sd.jpg;maxHeight=200;maxWidth=300,8P 64GB GOLD CRB,6305001,279.99
Samsung - Geek Squad Certified Refurbished Galaxy S22 Ultra 128GB (Unlocked) - Phantom Black,https://www.bestbuy.com/site/samsung-geek-squad-certified-refurbished-galaxy-s22-ultra-128gb-unlocked-phantom-black/6499939.p?skuId=6499939,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6499/6499939_rd.jpg;maxHeight=200;maxWidth=300,GSRF SM-S908UZKAXAA,6499939,"1,079.99"
CAT S62 Pro Smartphone - 4G Rugged Phone (Unlocked),https://www.bestbuy.com/site/cat-s62-pro-smartphone-4g-rugged-phone-unlocked/6464418.p?skuId=6464418,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6464/6464418_sd.jpg;maxHeight=200;maxWidth=300,CS62PDBBRONUN,6464418,649.99
Apple - Pre-Owned iPhone 8 Plus 256GB 4G LTE (Unlocked) - Red,https://www.bestbuy.com/site/apple-pre-owned-iphone-8-plus-256gb-4g-lte-unlocked-red/6439658.p?skuId=6439658,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6439/6439658_sd.jpg;maxHeight=200;maxWidth=300,8P-256GB-RED,6439658,299.99
Samsung - Galaxy Note 10+ 256GB Unlocked Cell Phone - Pre-Owned - Aura Glow,https://www.bestbuy.com/site/samsung-galaxy-note-10-256gb-unlocked-cell-phone-pre-owned-aura-glow/6486844.p?skuId=6486844,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6486/6486844_sd.jpg;maxHeight=200;maxWidth=300,N975U,6486844,419.99
CAT - S42 H+ 4G 128GB (Unlocked) - Black,https://www.bestbuy.com/site/cat-s42-h-4g-128gb-unlocked-black/6489693.p?skuId=6489693,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6489/6489693_sd.jpg;maxHeight=200;maxWidth=300,CS42HDBBRONNN,6489693,329.99
Microsoft - Surface Duo 2 5G 128GB (Unlocked) - Glacier,https://www.bestbuy.com/site/microsoft-surface-duo-2-5g-128gb-unlocked-glacier/6478247.p?skuId=6478247,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6478/6478247_sd.jpg;maxHeight=200;maxWidth=300,HZ1-00001,6478247,"1,499.99"
Nokia - 5.4 128GB (Unlocked) - Dusk,https://www.bestbuy.com/site/nokia-5-4-128gb-unlocked-dusk/6453855.p?skuId=6453855,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6453/6453855_sd.jpg;maxHeight=200;maxWidth=300,TA-1333,6453855,249.99
BLU - G51 Plus 64GB (Unlocked) - Gradient Blue,https://www.bestbuy.com/site/blu-g51-plus-64gb-unlocked-gradient-blue/6497041.p?skuId=6497041,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6497/6497041_sd.jpg;maxHeight=200;maxWidth=300,G0511WW,6497041,139.99
Samsung - Geek Squad Certified Refurbished Galaxy A42 5G 128GB (Unlocked) - Black,https://www.bestbuy.com/site/samsung-geek-squad-certified-refurbished-galaxy-a42-5g-128gb-unlocked-black/6505737.p?skuId=6505737,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6505/6505737cv13d.jpg;maxHeight=200;maxWidth=300,GSRF SM-A426UZKBXAA,6505737,359.99
Samsung - Geek Squad Certified Refurbished Galaxy Z Fold3 5G 512GB (Unlocked) - Phantom Black,https://www.bestbuy.com/site/samsung-geek-squad-certified-refurbished-galaxy-z-fold3-5g-512gb-unlocked-phantom-black/6479353.p?skuId=6479353,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6479/6479353_sd.jpg;maxHeight=200;maxWidth=300,GSRF SM-F926UZKEXAA,6479353,"1,709.99"
Samsung - Galaxy Z Flip3 5G 256GB (Unlocked) - Phantom Black,https://www.bestbuy.com/site/samsung-galaxy-z-flip3-5g-256gb-unlocked-phantom-black/6466015.p?skuId=6466015,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6466/6466015_sd.jpg;maxHeight=200;maxWidth=300,SM-F711UZKFXAA/SM-F711UZKEXAA,6466015,"1,049.99"
Nokia - G50 5G 128GB (Unlocked) - Ocean Blue,https://www.bestbuy.com/site/nokia-g50-5g-128gb-unlocked-ocean-blue/6486846.p?skuId=6486846,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6486/6486846_sd.jpg;maxHeight=200;maxWidth=300,TA-1390,6486846,279.99
TCL - 10 Pro with 128GB Memory Cell Phone (Unlocked) - Ember Gray,https://www.bestbuy.com/site/tcl-10-pro-with-128gb-memory-cell-phone-unlocked-ember-gray/6413607.p?skuId=6413607,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6413/6413607_sd.jpg;maxHeight=200;maxWidth=300,TCL 10 PRO,6413607,370.00
Samsung - Galaxy S10+ 128GB Unlocked GSM/CDMA - Pre-Owned - Prism Blue,https://www.bestbuy.com/site/samsung-galaxy-s10-128gb-unlocked-gsm-cdma-pre-owned-prism-blue/6486837.p?skuId=6486837,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6486/6486837_sd.jpg;maxHeight=200;maxWidth=300,G975U,6486837,279.99
Google - Geek Squad Certified Refurbished Pixel 3a XL - 64GB (Unlocked) - Clearly White,https://www.bestbuy.com/site/google-geek-squad-certified-refurbished-pixel-3a-xl-64gb-unlocked-clearly-white/6383408.p?skuId=6383408,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6383/6383408_sd.jpg;maxHeight=200;maxWidth=300,GSRF GA00665-US,6383408,431.99
Google - Geek Squad Certified Refurbished Pixel 3 - 64GB (Unlocked) - Just Black,https://www.bestbuy.com/site/google-geek-squad-certified-refurbished-pixel-3-64gb-unlocked-just-black/6383375.p?skuId=6383375,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6383/6383375_sd.jpg;maxHeight=200;maxWidth=300,GSRF GA00457-US,6383375,467.99
TCL 20 Pro 5G (Unlocked),https://www.bestbuy.com/site/tcl-20-pro-5g-unlocked/6472150.p?skuId=6472150,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6472/6472150_rd.jpg;maxHeight=200;maxWidth=300,T810S,6472150,499.99
Apple - Pre-Owned iPhone 7 32GB (Unlocked) - Silver,https://www.bestbuy.com/site/apple-pre-owned-iphone-7-32gb-unlocked-silver/6351960.p?skuId=6351960,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6351/6351960_sd.jpg;maxHeight=200;maxWidth=300,7 PLUS 32GB SILVER-RB,6351960,179.99
Apple - Pre-Owned iPhone XR 128GB (Unlocked) - Black,https://www.bestbuy.com/site/apple-pre-owned-iphone-xr-128gb-unlocked-black/6398614.p?skuId=6398614,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6398/6398614_sd.jpg;maxHeight=200;maxWidth=300,XR 128GB BLACK RB,6398614,339.99
Apple - iPhone SE (2nd generation) 128GB (Unlocked) - Black,https://www.bestbuy.com/site/apple-iphone-se-2nd-generation-128gb-unlocked-black/6389075.p?skuId=6389075,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6389/6389075_sd.jpg;maxHeight=200;maxWidth=300,MXCT2LL/A,6389075,449.99
Samsung - Galaxy S10 with 512GB Memory Cell Phone (Unlocked) Prism Prism - White,https://www.bestbuy.com/site/samsung-galaxy-s10-with-512gb-memory-cell-phone-unlocked-prism-prism-white/6323530.p?skuId=6323530,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6323/6323530_sd.jpg;maxHeight=200;maxWidth=300,SM-G973UZWEXAA,6323530,649.99
Samsung - Galaxy Fold with 512GB Memory Cell Phone (Unlocked) - Cosmos Black,https://www.bestbuy.com/site/samsung-galaxy-fold-with-512gb-memory-cell-phone-unlocked-cosmos-black/6377530.p?skuId=6377530,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6377/6377530_sd.jpg;maxHeight=200;maxWidth=300,SM-F900UZKDXAA,6377530,"1,781.99"
Samsung - Galaxy S20 Ultra 5G Enabled 128GB (Unlocked) - Cosmic Black,https://www.bestbuy.com/site/samsung-galaxy-s20-ultra-5g-enabled-128gb-unlocked-cosmic-black/6395758.p?skuId=6395758,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6395/6395758_sd.jpg;maxHeight=200;maxWidth=300,SM-G988UZKAXAA,6395758,"1,399.99"
Google - Pixel 4 with 64GB Cell Phone (Unlocked) - Just Black,https://www.bestbuy.com/site/google-pixel-4-with-64gb-cell-phone-unlocked-just-black/6382490.p?skuId=6382490,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6382/6382490_sd.jpg;maxHeight=200;maxWidth=300,GA01187-US,6382490,719.99
Samsung - Geek Squad Certified Refurbished Galaxy S20+ 5G Enabled 128GB (Unlocked) - Cosmic Gray,https://www.bestbuy.com/site/samsung-geek-squad-certified-refurbished-galaxy-s20-5g-enabled-128gb-unlocked-cosmic-gray/6406976.p?skuId=6406976,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6406/6406976_sd.jpg;maxHeight=200;maxWidth=300,GSFR SM-G986UZAAXAA,6406976,"1,079.99"
BLU - J9L 32GB (Unlocked) - Black,https://www.bestbuy.com/site/blu-j9l-32gb-unlocked-black/6480846.p?skuId=6480846,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6480/6480846_sd.jpg;maxHeight=200;maxWidth=300,J0091WW,6480846,99.99
Samsung - Geek Squad Certified Refurbished Galaxy S21 Ultra 5G 128GB (Unlocked) - Phantom Black,https://www.bestbuy.com/site/samsung-geek-squad-certified-refurbished-galaxy-s21-ultra-5g-128gb-unlocked-phantom-black/6472624.p?skuId=6472624,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6472/6472624_sd.jpg;maxHeight=200;maxWidth=300,GSRF SM-G998UZKAXAA,6472624,"1,299.99"
Motorola - moto razr 2020 5G (Unlocked) - Silver,https://www.bestbuy.com/site/motorola-moto-razr-2020-5g-unlocked-silver/6441185.p?skuId=6441185,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6441/6441185_sd.jpg;maxHeight=200;maxWidth=300,PAJS0009US,6441185,"1,399.99"
Google - Pixel 4 XL with 64GB Cell Phone (Unlocked) - Just Black,https://www.bestbuy.com/site/google-pixel-4-xl-with-64gb-cell-phone-unlocked-just-black/6382531.p?skuId=6382531,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6382/6382531_sd.jpg;maxHeight=200;maxWidth=300,GA01180-US,6382531,809.99
Samsung - Geek Squad Certified Refurbished Galaxy S21 FE 5G 128GB (Unlocked) - Graphite,https://www.bestbuy.com/site/samsung-geek-squad-certified-refurbished-galaxy-s21-fe-5g-128gb-unlocked-graphite/6505741.p?skuId=6505741,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6505/6505741_sd.jpg;maxHeight=200;maxWidth=300,GSRF SM-G990UZADXAA,6505741,629.99
Samsung - Galaxy Z Fold2  5G 256GB (Unlocked) - Bronze,https://www.bestbuy.com/site/samsung-galaxy-z-fold2-5g-256gb-unlocked-bronze/6426274.p?skuId=6426274,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6426/6426274_sd.jpg;maxHeight=200;maxWidth=300,SM-F916UZNAXAA,6426274,"1,799.99"
Google - Geek Squad Certified Refurbished Pixel 6 Pro 128GB (Unlocked) - Stormy Black,https://www.bestbuy.com/site/google-geek-squad-certified-refurbished-pixel-6-pro-128gb-unlocked-stormy-black/6486687.p?skuId=6486687,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6486/6486687_sd.jpg;maxHeight=200;maxWidth=300,GSRF GA03149-US,6486687,584.99
Google - Geek Squad Certified Refurbished Pixel 4 XL with 64GB Cell Phone (Unlocked) - Clearly White,https://www.bestbuy.com/site/google-geek-squad-certified-refurbished-pixel-4-xl-with-64gb-cell-phone-unlocked-clearly-white/6387630.p?skuId=6387630,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6387/6387630_sd.jpg;maxHeight=200;maxWidth=300,GSFR GA01181-US,6387630,809.99
Google - Geek Squad Certified Refurbished Pixel 4 with 64GB Cell Phone (Unlocked) - Clearly White,https://www.bestbuy.com/site/google-geek-squad-certified-refurbished-pixel-4-with-64gb-cell-phone-unlocked-clearly-white/6387638.p?skuId=6387638,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6387/6387638_sd.jpg;maxHeight=200;maxWidth=300,GSFR GA01188-US,6387638,719.99
Apple - iPhone 11 with 64GB Memory Cell Phone (Unlocked) - Purple,https://www.bestbuy.com/site/apple-iphone-11-with-64gb-memory-cell-phone-unlocked-purple/6223312.p?skuId=6223312,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6223/6223312_sd.jpg;maxHeight=200;maxWidth=300,MWKR2LL/A,6223312,599.99
TCL 20 Pro 5G - Marine Blue (Unlocked),https://www.bestbuy.com/site/tcl-20-pro-5g-marine-blue-unlocked/6472147.p?skuId=6472147,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6472/6472147_rd.jpg;maxHeight=200;maxWidth=300,T810S,6472147,499.99
Apple - Geek Squad Certified Refurbished iPhone X with 64GB Memory Cell Phone (Unlocked) - Space Gray,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-iphone-x-with-64gb-memory-cell-phone-unlocked-space-gray/6449455.p?skuId=6449455,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6449/6449455_sd.jpg;maxHeight=200;maxWidth=300,GSRF MQCK2LL/A,6449455,809.99
OnePlus - Geek Squad Certified Refurbished 9 5G 128GB (Unlocked) - Astral Black,https://www.bestbuy.com/site/oneplus-geek-squad-certified-refurbished-9-5g-128gb-unlocked-astral-black/6501895.p?skuId=6501895,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6501/6501895_sd.jpg;maxHeight=200;maxWidth=300,GSRF LE2115,6501895,599.99
Samsung - Geek Squad Certified Refurbished Galaxy S21+ 5G 128GB (Unlocked) - Phantom Black,https://www.bestbuy.com/site/samsung-geek-squad-certified-refurbished-galaxy-s21-5g-128gb-unlocked-phantom-black/6463780.p?skuId=6463780,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6463/6463780_sd.jpg;maxHeight=200;maxWidth=300,GSRF SM-G996UZKAXAA,6463780,899.99
Apple - Pre-Owned iPhone 11 Pro 512GB (Unlocked) - Space Gray,https://www.bestbuy.com/site/apple-pre-owned-iphone-11-pro-512gb-unlocked-space-gray/6502952.p?skuId=6502952,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6502/6502952_sd.jpg;maxHeight=200;maxWidth=300,MWAX2LL/A,6502952,679.99
OnePlus - Geek Squad Certified Refurbished 9 Pro 5G 256GB (Unlocked) - Pine Green,https://www.bestbuy.com/site/oneplus-geek-squad-certified-refurbished-9-pro-5g-256gb-unlocked-pine-green/6501894.p?skuId=6501894,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6501/6501894_sd.jpg;maxHeight=200;maxWidth=300,GSRF LE2125,6501894,799.99
